Nikki Cal 04,,,,,,,,,,,,,,,,,,,,,,,,
Date:,6/8/2010,,,,,,,,,,,,,,,,,,,,,,,
Time:,15:14:51,,,,,,,,,,,,,,,,,,,,,,,
Type:,setup,,,,,,,,,,,,,,,,,,,,,,,
Description:,FastWalk,,,,,,,,,,,,,,,,,,,,,,,
Notes:,clean,,,,,,,,,,,,,,,,,,,,,,,

FORCE PLATES,,,,,,,,,,,,,,,,,,,,,,,,
960,Hz,,,,,,,,,,,,,,,,,,,,,,,
,Corner 1,,,Corner 2,,,Corner 3,,,Corner 4,,,,,,,,,,,,,,
Plate#,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,,,
1,0,900,0,600,900,0,600,0,0,0,0,0,,,,,,,,,,,,
2,599.998535,-1382.600616,0,-0.000854,-1382.59903,0,0.001373,-482.599457,0,600.000732,-482.601044,0,,,,,,,,,,,,

,Force Plate 1,,,,,,,,,,,,Force Plate 2,,,,,,,,,,,
Sample #,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z
Units:,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm
350,,,,300,450,0,0,0,0,0,0,0,283.242808,-771.754562,0,299.999947,-932.600037,0,2.178189,48.929998,375.483307,60394.7907,6292.025699,-4549.887915
351,,,,300,450,0,0,0,0,0,0,0,282.610317,-770.916516,0,299.999947,-932.600037,0,3.102126,50.870323,380.405853,61505.35767,6615.116874,-4609.500123
352,,,,300,450,0,0,0,0,0,0,0,282.467093,-771.436481,0,299.999947,-932.600037,0,3.434845,52.660666,385.427734,62116.90402,6757.647872,-4669.79519
353,,,,300,450,0,0,0,0,0,0,0,282.877513,-772.265037,0,299.999947,-932.600037,0,3.25448,53.915427,389.512054,62452.41524,6669.394175,-4622.840467
354,,,,300,450,0,0,0,0,0,0,0,282.069488,-771.88613,0,299.999947,-932.600037,0,3.589274,55.635885,393.486633,63238.77385,7055.395973,-4736.629011
355,,,,300,450,0,0,0,0,0,0,0,282.868149,-771.82874,0,299.999947,-932.600037,0,4.371599,57.494205,398.507324,64068.53921,6827.146842,-4898.166438
356,,,,300,450,0,0,0,0,0,0,0,282.914895,-770.866566,0,299.999947,-932.600037,0,5.16265,58.851274,401.180176,64884.26228,6854.184053,-4917.901706
357,,,,300,450,0,0,0,0,0,0,0,282.499659,-770.330645,0,299.999947,-932.600037,0,5.390672,60.419633,405.859436,65858.56378,7102.65695,-5075.389104
358,,,,300,450,0,0,0,0,0,0,0,282.297783,-771.213269,0,299.999947,-932.600037,0,5.522543,62.256463,411.580048,66423.57359,7285.857318,-5102.08139
359,,,,300,450,0,0,0,0,0,0,0,283.088716,-772.113363,0,299.999947,-932.600037,0,5.883484,63.556129,417.835815,67057.08034,7066.117938,-4947.454288
360,,,,300,450,0,0,0,0,0,0,0,282.653739,-770.405101,0,299.999947,-932.600037,0,6.177752,65.295127,420.511566,68204.84658,7294.281002,-5119.124151
361,,,,300,450,0,0,0,0,0,0,0,282.611501,-770.106097,0,299.999947,-932.600037,0,7.036291,67.388958,424.216187,68932.55932,7376.459926,-5149.438748
362,,,,300,450,0,0,0,0,0,0,0,282.117696,-770.823159,0,299.999947,-932.600037,0,6.816226,68.406133,430.300629,69612.692,7694.743553,-5200.371617
363,,,,300,450,0,0,0,0,0,0,0,282.316725,-770.865392,0,299.999947,-932.600037,0,6.907095,69.423123,436.648804,70621.23903,7721.357376,-5284.550021
364,,,,300,450,0,0,0,0,0,0,0,282.450175,-771.351349,0,299.999947,-932.600037,0,7.438341,71.855007,440.876434,71090.74637,7737.280619,-5330.328512
365,,,,300,450,0,0,0,0,0,0,0,283.129433,-771.137996,0,299.999947,-932.600037,0,8.056444,72.953813,445.56311,71941.52899,7516.878638,-5374.478465
366,,,,300,450,0,0,0,0,0,0,0,283.026535,-770.712604,0,299.999947,-932.600037,0,7.860023,74.870615,447.809326,72494.70205,7600.852091,-5425.230316
367,,,,300,450,0,0,0,0,0,0,0,282.815783,-770.750952,0,299.999947,-932.600037,0,8.672452,76.38884,452.303741,73204.94652,7772.461372,-5435.89779
368,,,,300,450,0,0,0,0,0,0,0,282.143668,-769.784132,0,299.999947,-932.600037,0,8.40079,78.217202,456.293427,74291.82698,8147.702334,-5423.70778
369,,,,300,450,0,0,0,0,0,0,0,283.022909,-771.234924,0,299.999947,-932.600037,0,8.095074,79.355585,465.175873,75063.15715,7897.30827,-5469.801664
370,,,,300,450,0,0,0,0,0,0,0,283.219523,-771.075945,0,299.999947,-932.600037,0,8.695384,81.539009,467.839813,75567.40075,7850.550157,-5553.864754
371,,,,300,450,0,0,0,0,0,0,0,282.470181,-770.108195,0,299.999947,-932.600037,0,8.360706,83.719926,470.256531,76412.84959,8243.486765,-5566.265002
372,,,,300,450,0,0,0,0,0,0,0,282.332758,-771.015177,0,299.999947,-932.600037,0,8.527191,84.738015,475.287872,76799.32411,8397.000519,-5738.266549
373,,,,300,450,0,0,0,0,0,0,0,282.839081,-770.569659,0,299.999947,-932.600037,0,8.829926,86.50122,479.973175,77770.23474,8236.755218,-5705.435644
374,,,,300,450,0,0,0,0,0,0,0,282.379555,-770.254651,0,299.999947,-932.600037,0,9.184723,87.933287,484.388977,78638.31539,8535.12333,-5794.543866
375,,,,300,450,0,0,0,0,0,0,0,282.524106,-770.538788,0,299.999947,-932.600037,0,9.059372,89.363891,489.691345,79359.99065,8557.767681,-5640.660106
376,,,,300,450,0,0,0,0,0,0,0,283.089641,-770.054637,0,299.999947,-932.600037,0,9.018302,90.884955,493.515106,80218.61009,8345.491186,-5705.291754
377,,,,300,450,0,0,0,0,0,0,0,283.015673,-769.638588,0,299.999947,-932.600037,0,9.860882,92.909444,495.390472,80729.54915,8413.847131,-5798.646147
378,,,,300,450,0,0,0,0,0,0,0,282.41619,-769.275084,0,299.999947,-932.600037,0,9.386595,94.458563,503.046173,82159.99215,8845.441553,-5752.929196
379,,,,300,450,0,0,0,0,0,0,0,282.996232,-769.410504,0,299.999947,-932.600037,0,9.413118,95.358587,506.699371,82688.03344,8615.771344,-5817.08881
380,,,,300,450,0,0,0,0,0,0,0,282.632656,-769.429451,0,299.999947,-932.600037,0,9.058204,96.879416,510.605225,83315.75348,8867.82916,-5829.194338
381,,,,300,450,0,0,0,0,0,0,0,283.126522,-769.873807,0,299.999947,-932.600037,0,9.230624,98.290976,515.729248,83922.67623,8702.118608,-5796.509206
382,,,,300,450,0,0,0,0,0,0,0,283.395379,-769.707601,0,299.999947,-932.600037,0,9.402143,99.983221,518.323242,84430.93536,8606.533261,-5753.98478
383,,,,300,450,0,0,0,0,0,0,0,283.264906,-768.857576,0,299.999947,-932.600037,0,9.076469,101.458846,521.450562,85383.59787,8726.49626,-5867.812075
384,,,,300,450,0,0,0,0,0,0,0,283.44707,-769.727856,0,299.999947,-932.600037,0,9.425698,103.140768,527.956604,85989.44327,8739.200421,-5850.209414
385,,,,300,450,0,0,0,0,0,0,0,283.266273,-768.866557,0,299.999947,-932.600037,0,8.775043,103.723289,531.277588,86987.92828,8890.225532,-5768.923627
386,,,,300,450,0,0,0,0,0,0,0,283.798879,-769.260902,0,299.999947,-932.600037,0,8.64532,105.288033,534.227112,87260.19432,8655.049556,-5790.007962
387,,,,300,450,0,0,0,0,0,0,0,283.795649,-769.69516,0,299.999947,-932.600037,0,8.888216,106.963477,537.858948,87619.84535,8715.626547,-5811.147303
388,,,,300,450,0,0,0,0,0,0,0,283.703909,-769.617213,0,299.999947,-932.600037,0,8.63773,108.437744,541.941711,88327.19051,8831.502659,-5749.871356
389,,,,300,450,0,0,0,0,0,0,0,283.904894,-769.132579,0,299.999947,-932.600037,0,7.842677,110.315943,546.209229,89287.43399,8791.266025,-5767.235759
390,,,,300,450,0,0,0,0,0,0,0,283.098472,-768.970985,0,299.999947,-932.600037,0,7.6216,111.809199,548.190918,89699.95999,9265.234733,-5803.521162
391,,,,300,450,0,0,0,0,0,0,0,284.006581,-768.789989,0,299.999947,-932.600037,0,7.351603,112.971683,551.50531,90342.11112,8820.42618,-5736.398635
392,,,,300,450,0,0,0,0,0,0,0,284.575284,-769.373867,0,299.999947,-932.600037,0,7.511083,113.964839,556.54718,90843.0645,8584.552445,-5805.613099
393,,,,300,450,0,0,0,0,0,0,0,284.164035,-768.934086,0,299.999947,-932.600037,0,7.325766,116.29755,558.175964,91354.40005,8839.225171,-5730.183909
394,,,,300,450,0,0,0,0,0,0,0,283.942836,-768.920554,0,299.999947,-932.600037,0,7.17802,117.376324,561.909424,91973.04369,9022.641715,-5848.705961
395,,,,300,450,0,0,0,0,0,0,0,284.826633,-768.55488,0,299.999947,-932.600037,0,6.637187,118.778997,564.356567,92579.96145,8563.159313,-5699.16232
396,,,,300,450,0,0,0,0,0,0,0,284.353421,-768.52031,0,299.999947,-932.600037,0,6.178309,120.611297,567.474121,93110.99865,8878.998588,-5784.692355
397,,,,300,450,0,0,0,0,0,0,0,284.330602,-768.531642,0,299.999947,-932.600037,0,5.966932,121.902381,570.165039,93546.06244,8934.112569,-5645.119328
398,,,,300,450,0,0,0,0,0,0,0,284.577669,-768.380078,0,299.999947,-932.600037,0,5.550452,123.798508,572.505981,94016.90887,8829.345978,-5681.364669
399,,,,300,450,0,0,0,0,0,0,0,284.138629,-768.075057,0,299.999947,-932.600037,0,5.165233,124.666116,574.330566,94491.7245,9109.639687,-5590.418269
400,,,,300,450,0,0,0,0,0,0,0,283.630644,-767.788442,0,299.999947,-932.600037,0,4.458333,126.583194,576.582092,95027.41425,9438.246741,-5607.986647
401,,,,300,450,0,0,0,0,0,0,0,283.973421,-767.436768,0,299.999947,-932.600037,0,4.140759,127.961972,578.321289,95517.4345,9268.481024,-5507.115238
402,,,,300,450,0,0,0,0,0,0,0,284.703086,-767.657888,0,299.999947,-932.600037,0,3.596605,129.10372,579.80603,95634.45269,8869.21184,-5562.067777
403,,,,300,450,0,0,0,0,0,0,0,284.585344,-767.144022,0,299.999947,-932.600037,0,3.037081,130.644874,583.983582,96623.59604,9001.874607,-5510.841642
404,,,,300,450,0,0,0,0,0,0,0,284.373289,-766.873995,0,299.999947,-932.600037,0,2.81418,132.174782,583.270691,96663.14271,9114.571536,-5483.150794
405,,,,300,450,0,0,0,0,0,0,0,284.75799,-767.202102,0,299.999947,-932.600037,0,2.615596,133.559335,585.61322,96859.21709,8925.891568,-5470.06107
406,,,,300,450,0,0,0,0,0,0,0,285.014205,-767.491185,0,299.999947,-932.600037,0,1.416466,134.921017,587.714294,97036.83212,8807.334741,-5346.195159
407,,,,300,450,0,0,0,0,0,0,0,284.539626,-766.62889,0,299.999947,-932.600037,0,1.178109,136.180112,588.052979,97599.8273,9091.487544,-5172.287141
408,,,,300,450,0,0,0,0,0,0,0,284.828535,-765.882804,0,299.999947,-932.600037,0,0.917223,137.718137,589.789124,98328.01064,8947.933673,-5241.831568
409,,,,300,450,0,0,0,0,0,0,0,284.888897,-766.177065,0,299.999947,-932.600037,0,0.041581,138.412506,589.796204,98155.63658,8912.439911,-5292.234662
410,,,,300,450,0,0,0,0,0,0,0,284.703692,-765.991972,0,299.999947,-932.600037,0,-0.633709,140.412981,591.702393,98582.39054,9050.830423,-5139.167534
411,,,,300,450,0,0,0,0,0,0,0,284.741049,-765.501976,0,299.999947,-932.600037,0,-1.185591,141.098758,590.400818,98654.83176,9008.865496,-5125.471744
412,,,,300,450,0,0,0,0,0,0,0,284.850565,-765.996293,0,299.999947,-932.600037,0,-1.956469,142.528112,591.965454,98623.66103,8967.910724,-5113.261671
413,,,,300,450,0,0,0,0,0,0,0,285.157907,-766.074433,0,299.999947,-932.600037,0,-1.805141,143.551152,592.999146,98749.54059,8801.316963,-5070.04157
414,,,,300,450,0,0,0,0,0,0,0,284.878251,-765.252594,0,299.999947,-932.600037,0,-2.383549,144.747901,592.648804,99178.26141,8961.854669,-5032.664098
415,,,,300,450,0,0,0,0,0,0,0,284.902097,-765.333024,0,299.999947,-932.600037,0,-3.604516,146.344873,591.433838,98927.37093,8929.378875,-4894.136376
416,,,,300,450,0,0,0,0,0,0,0,285.527566,-765.119037,0,299.999947,-932.600037,0,-3.12526,147.608987,592.202393,99182.64876,8570.578281,-4816.292401
417,,,,300,450,0,0,0,0,0,0,0,285.439859,-764.993037,0,299.999947,-932.600037,0,-3.377216,149.561395,592.532104,99312.5284,8627.319508,-4701.41186
418,,,,300,450,0,0,0,0,0,0,0,285.452608,-764.154828,0,299.999947,-932.600037,0,-4.174665,150.467784,591.060425,99561.29679,8598.355994,-4658.864172
419,,,,300,450,0,0,0,0,0,0,0,285.085949,-764.602132,0,299.999947,-932.600037,0,-5.25121,150.940581,591.329956,99342.19346,8819.093632,-4690.210427
420,,,,300,450,0,0,0,0,0,0,0,285.152893,-764.421562,0,299.999947,-932.600037,0,-4.990656,152.886473,589.03656,99063.26994,8745.457584,-4618.132793
421,,,,300,450,0,0,0,0,0,0,0,285.486734,-764.202481,0,299.999947,-932.600037,0,-5.06954,153.564482,586.857483,98825.36578,8517.187637,-4433.204909
422,,,,300,450,0,0,0,0,0,0,0,285.096876,-763.071967,0,299.999947,-932.600037,0,-5.777352,154.959732,585.635742,99281.69674,8727.770867,-4434.990519
423,,,,300,450,0,0,0,0,0,0,0,285.230027,-763.050806,0,299.999947,-932.600037,0,-6.257951,155.691636,583.981445,99013.60457,8625.359159,-4460.268707
424,,,,300,450,0,0,0,0,0,0,0,285.291139,-763.41051,0,299.999947,-932.600037,0,-6.442056,157.065019,583.182983,98668.45312,8577.926511,-4335.019466
425,,,,300,450,0,0,0,0,0,0,0,285.36253,-762.875691,0,299.999947,-932.600037,0,-7.267379,157.418537,583.200195,98983.27162,8536.543956,-4224.083439
426,,,,300,450,0,0,0,0,0,0,0,285.314398,-762.322529,0,299.999947,-932.600037,0,-7.224784,158.827366,579.000671,98590.79139,8502.942216,-4180.790326
427,,,,300,450,0,0,0,0,0,0,0,285.339582,-762.710602,0,299.999947,-932.600037,0,-6.928492,160.060535,576.799927,97992.21351,8456.097153,-3991.41135
428,,,,300,450,0,0,0,0,0,0,0,285.18247,-762.297113,0,299.999947,-932.600037,0,-7.225226,160.264851,576.715027,98216.25537,8545.461218,-4152.615753
429,,,,300,450,0,0,0,0,0,0,0,285.29314,-761.067373,0,299.999947,-932.600037,0,-7.53279,160.845921,573.063904,98299.17761,8427.940201,-3894.504585
430,,,,300,450,0,0,0,0,0,0,0,285.093691,-761.412502,0,299.999947,-932.600037,0,-7.900789,162.021276,570.698181,97696.41454,8506.972998,-3939.760812
431,,,,300,450,0,0,0,0,0,0,0,285.77099,-761.273769,0,299.999947,-932.600037,0,-7.976204,162.543173,567.652466,97253.77805,8077.102262,-3773.905972
432,,,,300,450,0,0,0,0,0,0,0,285.119765,-760.728692,0,299.999947,-932.600037,0,-8.726727,163.289482,563.90564,96919.22061,8391.018153,-3755.810414
433,,,,300,450,0,0,0,0,0,0,0,285.000587,-761.118324,0,299.999947,-932.600037,0,-8.819176,163.769097,560.673645,96145.27702,8409.745814,-3658.782051
434,,,,300,450,0,0,0,0,0,0,0,284.58998,-760.930103,0,299.999947,-932.600037,0,-9.131969,163.297128,558.939453,95953.09881,8613.23842,-3610.077906
435,,,,300,450,0,0,0,0,0,0,0,285.900252,-761.144755,0,299.999947,-932.600037,0,-9.462573,163.185862,558.090088,95687.4931,7868.899671,-3546.224453
436,,,,300,450,0,0,0,0,0,0,0,285.336955,-760.707286,0,299.999947,-932.600037,0,-9.964736,163.722179,553.036011,95062.88097,8109.162452,-3313.203329
437,,,,300,450,0,0,0,0,0,0,0,284.94499,-759.61716,0,299.999947,-932.600037,0,-9.867693,163.617793,546.672974,94565.06374,8230.137643,-3409.633174
438,,,,300,450,0,0,0,0,0,0,0,285.200584,-759.271867,0,299.999947,-932.600037,0,-10.118134,163.784023,543.282349,94166.13513,8040.232442,-3277.964572
439,,,,300,450,0,0,0,0,0,0,0,285.26101,-758.935095,0,299.999947,-932.600037,0,-10.802835,163.557737,541.209595,93989.13253,7976.853662,-3244.155626
440,,,,300,450,0,0,0,0,0,0,0,284.786062,-758.301879,0,299.999947,-932.600037,0,-10.75292,164.136778,536.145996,93449.25945,8156.863053,-3029.864476
441,,,,300,450,0,0,0,0,0,0,0,284.309732,-758.032576,0,299.999947,-932.600037,0,-11.432732,163.619003,532.326721,92926.92406,8352.320499,-3054.407613
442,,,,300,450,0,0,0,0,0,0,0,284.74042,-756.953708,0,299.999947,-932.600037,0,-11.901872,163.57837,526.159241,92417.93875,8028.940799,-2931.96394
443,,,,300,450,0,0,0,0,0,0,0,284.645972,-757.036953,0,299.999947,-932.600037,0,-11.152797,164.453399,521.94812,91634.82143,8013.977999,-2887.605606
444,,,,300,450,0,0,0,0,0,0,0,283.936197,-756.620658,0,299.999947,-932.600037,0,-12.125667,163.690019,518.311279,91212.09661,8326.022449,-2844.223586
445,,,,300,450,0,0,0,0,0,0,0,284.154377,-756.412495,0,299.999947,-932.600037,0,-11.947601,162.811906,513.789673,90523.33931,8141.29008,-2823.126495
446,,,,300,450,0,0,0,0,0,0,0,284.215599,-756.149642,0,299.999947,-932.600037,0,-12.522814,161.641757,507.629761,89571.47183,8012.604528,-2739.292222
447,,,,300,450,0,0,0,0,0,0,0,284.654372,-755.158181,0,299.999947,-932.600037,0,-12.234094,162.108339,502.923248,89239.6346,7717.646262,-2465.589633
448,,,,300,450,0,0,0,0,0,0,0,283.705887,-755.158118,0,299.999947,-932.600037,0,-13.476451,160.970418,497.372528,88254.73554,8104.217552,-2602.458595
449,,,,300,450,0,0,0,0,0,0,0,284.534255,-754.883892,0,299.999947,-932.600037,0,-13.250422,161.791585,491.268219,87306.29369,7597.802715,-2319.239256
450,,,,300,450,0,0,0,0,0,0,0,283.785734,-753.978489,0,299.999947,-932.600037,0,-13.601078,161.377508,485.611298,86740.64136,7873.804756,-2333.503812
451,,,,300,450,0,0,0,0,0,0,0,283.253336,-753.113995,0,299.999947,-932.600037,0,-14.8636,160.497888,480.243011,86196.91706,8042.442505,-2236.388085
452,,,,300,450,0,0,0,0,0,0,0,283.786775,-753.919328,0,299.999947,-932.600037,0,-15.164686,159.105265,472.161346,84366.12418,7655.233117,-2205.451807
453,,,,300,450,0,0,0,0,0,0,0,283.597129,-752.555304,0,299.999947,-932.600037,0,-15.482765,158.173472,465.734863,83853.1088,7639.363944,-2067.76536
454,,,,300,450,0,0,0,0,0,0,0,283.874945,-753.025193,0,299.999947,-932.600037,0,-15.989016,156.674054,460.273254,82653.49753,7421.906751,-1998.349801
455,,,,300,450,0,0,0,0,0,0,0,283.704381,-751.759815,0,299.999947,-932.600037,0,-16.321114,155.565213,452.801941,81884.80347,7378.663708,-1943.241494
456,,,,300,450,0,0,0,0,0,0,0,283.459288,-750.916512,0,299.999947,-932.600037,0,-16.002357,153.854061,446.457062,81113.8928,7384.694057,-1770.222469
457,,,,300,450,0,0,0,0,0,0,0,283.75709,-750.479896,0,299.999947,-932.600037,0,-16.695566,152.84471,440.12381,80155.4103,7148.867838,-1852.099391
458,,,,300,450,0,0,0,0,0,0,0,283.439203,-750.63045,0,299.999947,-932.600037,0,-16.839681,151.644957,432.817993,78759.71137,7167.787966,-1636.42972
459,,,,300,450,0,0,0,0,0,0,0,283.238321,-748.263235,0,299.999947,-932.600037,0,-17.45322,150.841233,422.47525,77877.73621,7081.37177,-1634.971296
460,,,,300,450,0,0,0,0,0,0,0,282.968617,-749.018165,0,299.999947,-932.600037,0,-17.083461,150.118743,418.724152,76870.16338,7131.428911,-1526.700646
461,,,,300,450,0,0,0,0,0,0,0,283.379104,-747.872111,0,299.999947,-932.600037,0,-18.115896,148.075899,408.928589,75540.52984,6796.737893,-1480.949263
462,,,,300,450,0,0,0,0,0,0,0,282.796078,-747.280446,0,299.999947,-932.600037,0,-18.16672,146.965853,401.707123,74444.1997,6910.916496,-1352.8572
463,,,,300,450,0,0,0,0,0,0,0,282.684588,-747.24792,0,299.999947,-932.600037,0,-17.786342,144.565004,391.878601,72635.52834,6785.51868,-1329.944517
464,,,,300,450,0,0,0,0,0,0,0,283.231833,-746.877404,0,299.999947,-932.600037,0,-18.930801,143.752583,385.205658,71541.40889,6459.17239,-1266.342599
465,,,,300,450,0,0,0,0,0,0,0,282.418825,-745.60923,0,299.999947,-932.600037,0,-17.923122,140.810198,375.284576,70174.76567,6597.923633,-1149.713298
466,,,,300,450,0,0,0,0,0,0,0,282.098784,-746.070174,0,299.999947,-932.600037,0,-18.88887,139.182621,370.787201,69162.88576,6637.522055,-1144.421224
467,,,,300,450,0,0,0,0,0,0,0,282.422122,-746.458695,0,299.999947,-932.600037,0,-18.514199,136.163959,363.148438,67596.93723,6383.359463,-1057.808252
468,,,,300,450,0,0,0,0,0,0,0,281.651079,-744.874081,0,299.999947,-932.600037,0,-18.782513,134.894154,353.93045,66441.93214,6494.223042,-963.594019
469,,,,300,450,0,0,0,0,0,0,0,281.228786,-743.75248,0,299.999947,-932.600037,0,-18.120149,133.641497,342.950745,64765.41018,6437.583356,-897.265267
470,,,,300,450,0,0,0,0,0,0,0,281.065025,-742.01586,0,299.999947,-932.600037,0,-18.473949,131.242877,334.711884,63790.78858,6337.743255,-836.136195
471,,,,300,450,0,0,0,0,0,0,0,281.508223,-742.697363,0,299.999947,-932.600037,0,-19.245278,129.648046,326.293243,61963.95924,6033.724571,-717.966228
472,,,,300,450,0,0,0,0,0,0,0,282.093945,-741.590093,0,299.999947,-932.600037,0,-18.695079,127.847271,318.118652,60763.8259,5696.233077,-636.636726
473,,,,300,450,0,0,0,0,0,0,0,280.239838,-742.052946,0,299.999947,-932.600037,0,-18.913627,125.075734,310.647888,59193.05141,6138.435983,-610.212457
474,,,,300,450,0,0,0,0,0,0,0,281.760251,-741.519645,0,299.999947,-932.600037,0,-19.17179,122.919721,300.056396,57334.89379,5472.937319,-553.464304
475,,,,300,450,0,0,0,0,0,0,0,281.676944,-740.632551,0,299.999947,-932.600037,0,-18.475472,119.602382,290.760437,55816.55012,5327.604325,-373.466042
476,,,,300,450,0,0,0,0,0,0,0,280.838639,-739.546209,0,299.999947,-932.600037,0,-18.349939,117.829982,282.05957,54452.67969,5404.630055,-502.551489
477,,,,300,450,0,0,0,0,0,0,0,282.056617,-740.317497,0,299.999947,-932.600037,0,-18.359684,114.545398,275.395477,52953.74184,4941.511815,-284.595189
478,,,,300,450,0,0,0,0,0,0,0,280.149873,-738.076647,0,299.999947,-932.600037,0,-18.91318,114.40617,264.769043,51503.77169,5255.685112,-196.683363
479,,,,300,450,0,0,0,0,0,0,0,279.958575,-738.778822,0,299.999947,-932.600037,0,-18.925061,112.992253,257.199554,49850.72999,5154.631919,-229.008073
480,,,,300,450,0,0,0,0,0,0,0,279.295281,-738.964555,0,299.999947,-932.600037,0,-19.685318,111.901618,248.073456,48035.82313,5136.277901,5.448024
481,,,,300,450,0,0,0,0,0,0,0,280.271529,-737.929279,0,299.999947,-932.600037,0,-20.220491,110.385819,237.564209,46246.80443,4686.765978,202.333462
482,,,,300,450,0,0,0,0,0,0,0,278.819326,-737.82352,0,299.999947,-932.600037,0,-19.977914,107.903831,231.394989,45070.30986,4901.089453,239.050528
483,,,,300,450,0,0,0,0,0,0,0,279.671735,-737.40504,0,299.999947,-932.600037,0,-19.510007,105.597868,224.097031,43742.61921,4555.49178,257.168932
484,,,,300,450,0,0,0,0,0,0,0,278.602741,-737.365481,0,299.999947,-932.600037,0,-19.985186,102.447654,214.726303,41921.9944,4594.542926,225.828325
485,,,,300,450,0,0,0,0,0,0,0,278.188172,-734.142874,0,299.999947,-932.600037,0,-19.082485,99.753346,205.420135,40767.09726,4480.577646,283.970961
486,,,,300,450,0,0,0,0,0,0,0,279.495884,-736.135649,0,299.999947,-932.600037,0,-19.894488,97.815719,201.103683,39509.71205,4123.44246,333.817422
487,,,,300,450,0,0,0,0,0,0,0,279.324645,-734.878205,0,299.999947,-932.600037,0,-18.952189,97.029309,191.072723,37779.24886,3950.486096,492.548881
488,,,,300,450,0,0,0,0,0,0,0,276.700052,-736.627178,0,299.999947,-932.600037,0,-18.918096,94.618679,184.288651,36115.57374,4293.906052,406.894069
489,,,,300,450,0,0,0,0,0,0,0,276.392549,-732.541653,0,299.999947,-932.600037,0,-18.253832,93.683367,175.837708,35177.80759,4151.070719,414.561078
490,,,,300,450,0,2.26447,-8.696135,4.747279,-1781.094116,222.32135,707.969116,276.391799,-737.885397,0,299.999947,-932.600037,0,-18.73623,91.292301,167.849487,32682.75249,3962.615481,533.163577
491,,,,300,450,0,2.911081,-12.832499,7.082418,-2122.912842,306.379181,739.816956,275.36104,-733.929739,0,299.999947,-932.600037,0,-18.425093,89.20457,159.940186,31775.3643,3940.751327,536.283416
492,,,,300,450,0,1.429306,-19.060482,5.596981,-2312.421143,436.473389,763.021362,274.268304,-733.180298,0,299.999947,-932.600037,0,-17.616387,87.830659,151.308014,30173.80464,3893.403737,427.163569
493,269.627712,99.657108,0,300,450,0,1.432561,-24.456108,7.753213,-2716.283203,235.482834,757.544434,275.087627,-733.641042,0,299.999947,-932.600037,0,-17.148006,86.125602,144.174103,28684.73458,3591.711314,449.475228
494,270.822629,163.031481,0,300,450,0,0.766679,-30.275503,9.046123,-2595.952393,263.942078,943.416138,273.172854,-733.933931,0,299.999947,-932.600037,0,-16.002494,85.356266,136.830811,27183.64427,3670.772859,252.266242
495,265.735025,180.426387,0,300,450,0,0.346293,-33.812569,9.816409,-2646.244873,336.359009,878.949951,270.996525,-732.683707,0,299.999947,-932.600037,0,-15.310087,82.895419,129.608368,25910.82925,3759.086171,187.522347
496,281.119045,199.569085,0,300,450,0,0.698876,-36.284847,10.075021,-2523.09668,190.226013,894.38501,278.8215,-734.20997,0,299.999947,-932.600037,0,-14.806202,80.589631,123.022232,24406.38882,2605.419781,367.077904
497,284.188526,187.164226,0,300,450,0,0.297835,-37.28384,10.329247,-2714.895752,163.320633,823.039246,274.048662,-734.432774,0,299.999947,-932.600037,0,-14.051919,78.305243,115.875771,22962.78422,3007.125088,345.626304
498,262.833969,190.353983,0,300,450,0,-0.474704,-39.028522,10.235378,-2657.575195,380.408386,777.512878,270.289321,-735.388904,0,299.999947,-932.600037,0,-12.888464,75.870159,109.160233,21527.61306,3243.218822,178.806372
499,237.683959,157.606647,0,300,450,0,-1.401324,-41.880981,10.053904,-2939.69458,626.51947,767.931274,269.842101,-733.224529,0,299.999947,-932.600037,0,-12.286804,73.144686,102.995125,20534.7053,3106.111021,143.612135
500,248.276459,184.034989,0,300,450,0,-1.176733,-44.134651,11.264021,-2995.835449,582.615051,783.785034,268.712063,-732.82498,0,299.999947,-932.600037,0,-12.339876,70.375948,95.183853,19015.35961,2978.101272,63.829115
501,260.396888,189.830602,0,300,450,0,-1.690413,-48.088875,11.081193,-2882.987305,438.849731,709.478394,266.677815,-732.054996,0,299.999947,-932.600037,0,-11.031772,67.715163,88.82515,17813.44323,2959.843355,14.609392
502,276.981744,205.118231,0,300,450,0,-1.980563,-51.050026,11.593211,-2838.966064,266.855499,643.642456,266.290515,-727.58615,0,299.999947,-932.600037,0,-10.560632,63.743409,81.372818,16682.55767,2743.03144,-34.051438
503,272.007554,221.869745,0,300,450,0,-2.524776,-53.704727,13.749676,-3136.717041,384.887054,617.939514,269.743947,-734.472278,0,299.999947,-932.600037,0,-9.73471,61.289432,75.808815,15019.83061,2293.671496,-54.72997
