Nikki Cal 12
Date:,2010/06/18
Time:,14:32:10
Type:,setup
Description:,"standing"
Notes:,""

FORCE PLATES
960.000000,Hz
,Corner 1,,,Corner 2,,,Corner 3,,,Corner 4
Plate#,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,0.000000,900.000000,0.000000,600.000000,900.000000,0.000000,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,599.998779,-1382.600708,0.000000,-0.001038,-1382.599121,0.000000,0.001129,-482.599243,0.000000,600.000977,-482.600830,0.000000

,Force Plate 1,,,,,,,,,,,,Force Plate 2
Sample #,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z,COP:X,COP:Y,COP:Z,Ref:X,Ref:Y,Ref:Z,Force:X,Force:Y,Force:Z,Moment:X,Moment:Y,Moment:Z
Units:,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm,mm,mm,mm,mm,mm,mm,N,N,N,Nmm,Nmm,Nmm
51,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.311018,-1088.544481,0.000000,299.999962,-932.599976,0.000000,2.336990,0.604646,490.741333,-76528.414286,-643.389385,-470.100581
52,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.063671,-1087.740266,0.000000,299.999962,-932.599976,0.000000,2.705348,0.687561,490.397491,-76080.409382,-1012.037642,-400.809426
53,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,302.185095,-1086.639274,0.000000,299.999962,-932.599976,0.000000,2.575619,0.605113,492.232513,-75823.150999,-1075.593586,-439.982104
54,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.917655,-1088.439737,0.000000,299.999962,-932.599976,0.000000,2.638956,0.105545,488.836945,-76180.232681,-937.439144,-400.249765
55,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.235043,-1088.367822,0.000000,299.999962,-932.599976,0.000000,2.926170,0.910379,490.552704,-76412.338297,-605.872373,-411.145243
56,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.045914,-1086.018662,0.000000,299.999962,-932.599976,0.000000,2.395337,0.632377,494.226593,-75823.594632,-516.937559,-421.745638
57,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.739073,-1088.601916,0.000000,299.999962,-932.599976,0.000000,2.375851,0.151584,488.838806,-76259.802098,-850.144840,-415.361365
58,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.743455,-1087.587819,0.000000,299.999962,-932.599976,0.000000,2.495938,0.625771,490.485443,-76019.280874,-855.158050,-547.272873
59,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.682239,-1087.622992,0.000000,299.999962,-932.599976,0.000000,2.728768,0.245076,490.833710,-76090.522172,-825.718439,-429.926142
60,,,,300.000000,450.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,301.999449,-1086.996240,0.000000,299.999962,-932.599976,0.000000,2.265089,0.940675,492.665710,-76065.745405,-985.078902,-402.000182
